user,amount,currency
alice,160.93420425814594,INR-CBDC
alice,15.667188473283462,INR-CBDC
alice,76.22924628614342,USD-Token
bob,550.2586941614084,USD-Token
bob,190.90614310354354,USD-Token
charlie,69.99394865896107,USD-Token
alice,29.3803804984304,USD-Token
eve,70.34036427258314,USD-Token
alice,189.09948032015174,USD-Token
alice,197.71552683961815,USD-Token
john,435.3970248877295,INR-CBDC
bob,5078.457299629523,INR-CBDC
bob,156.4589171374252,INR-CBDC
bob,210.63042229002693,USD-Token
charlie,27.177808259485598,INR-CBDC
john,48.62360068598067,INR-CBDC
eve,43.2286307733245,USD-Token
john,28.48454293433719,USD-Token
charlie,317.13079594653726,INR-CBDC
bob,16.34103371673398,INR-CBDC
alice,233.27112443688551,INR-CBDC
alice,116.80555039828941,USD-Token
alice,215.8780699393597,INR-CBDC
eve,267.80348097504526,INR-CBDC
eve,108.80757310641027,USD-Token
charlie,283.6363695513426,INR-CBDC
john,9.418875390504105,INR-CBDC
john,38.554459987669865,USD-Token
eve,128.29006641887423,INR-CBDC
eve,101.66732291664138,USD-Token
john,352.3536625560639,INR-CBDC
bob,139.04582282217925,USD-Token
john,191.34504175089427,USD-Token
alice,403.7806023025477,USD-Token
john,98.26013844478145,USD-Token
eve,157.76287211526403,INR-CBDC
alice,649.8183723013508,USD-Token
eve,14.376831060631403,INR-CBDC
eve,19.84100233115083,INR-CBDC
bob,76.8314376589737,USD-Token
bob,60.40881703389148,INR-CBDC
eve,85.64542297293073,INR-CBDC
john,108.23842130774703,INR-CBDC
bob,110.14590738293096,USD-Token
alice,263.09096311417653,USD-Token
eve,54.51846215694914,INR-CBDC
alice,54.423736523846145,USD-Token
john,350.266511504666,USD-Token
charlie,98.59769081203424,USD-Token
charlie,19.145122109695052,INR-CBDC
john,170.39945821105275,INR-CBDC
eve,69.4045557492394,INR-CBDC
eve,279.16757473261544,INR-CBDC
eve,534.5243696093835,USD-Token
bob,116.51105499745671,INR-CBDC
charlie,24.901195510490172,USD-Token
bob,192.581135949607,INR-CBDC
eve,50.35398520483007,INR-CBDC
bob,31.706511644627284,INR-CBDC
charlie,174.12270884931436,INR-CBDC
john,54.0169485191483,INR-CBDC
john,86.22374732563748,USD-Token
eve,94.95904697400988,INR-CBDC
bob,80.17090932577969,USD-Token
eve,103.90671455544722,USD-Token
john,291.51069094581817,INR-CBDC
alice,228.53755595019445,USD-Token
john,67.29383148411175,USD-Token
eve,660.5740212503822,USD-Token
eve,829.4371740278356,INR-CBDC
john,15.332275190890988,INR-CBDC
alice,148.0887866362088,INR-CBDC
alice,197.53483460160442,USD-Token
alice,493.62015263356653,USD-Token
john,22.57911459237758,INR-CBDC
john,208.17154878884145,USD-Token
bob,61.8323366100261,INR-CBDC
charlie,239.57277638255786,INR-CBDC
eve,336.18143349759936,USD-Token
eve,483.6602183998255,INR-CBDC
charlie,258.72080083922685,INR-CBDC
bob,539.8036723094236,USD-Token
eve,5.344163373302273,INR-CBDC
bob,872.8550936440336,INR-CBDC
bob,95.89473995161923,USD-Token
alice,7288.760185879429,USD-Token
eve,11.605392768967244,USD-Token
eve,1634.4891195636164,USD-Token
eve,259.01366132759057,USD-Token
alice,55.17305527666332,INR-CBDC
charlie,64.24275147998333,USD-Token
alice,282.938052868053,USD-Token
bob,137.89685410101893,USD-Token
charlie,73.56949346407542,INR-CBDC
eve,18.512600491217114,INR-CBDC
eve,193.67979341213592,USD-Token
john,787.0862208687845,USD-Token
charlie,19.082497038761215,USD-Token
alice,306.1743475439403,USD-Token
bob,396.62812873686136,INR-CBDC
bob,522.3325526084158,USD-Token
john,122.9173934741395,USD-Token
bob,79.72320642009996,INR-CBDC
charlie,15.779060995247008,INR-CBDC
charlie,29.89201321350331,USD-Token
john,84.82786315896105,INR-CBDC
charlie,220.25781673047612,USD-Token
charlie,8.34544254351306,INR-CBDC
bob,38.96236349662159,INR-CBDC
eve,123.52586867307582,USD-Token
alice,140.00103694286608,INR-CBDC
bob,321.2988487652239,INR-CBDC
charlie,27903.62901016821,INR-CBDC
alice,17.660698503533727,INR-CBDC
bob,285.3861153609418,USD-Token
eve,12.873864426237589,INR-CBDC
charlie,451.1533508661227,USD-Token
john,22.672267708132676,USD-Token
charlie,55.53856065213066,INR-CBDC
john,4.055072150062903,INR-CBDC
bob,153.2879553897193,INR-CBDC
john,128.47938446157764,USD-Token
eve,130.62462793763999,USD-Token
bob,163.172491627369,USD-Token
charlie,95.21162445536827,INR-CBDC
bob,187.07188907991073,INR-CBDC
eve,80.19956464438675,INR-CBDC
eve,33.17765851796518,INR-CBDC
charlie,18.398415558524857,USD-Token
alice,919.9928385120018,INR-CBDC
bob,171.60361843334343,INR-CBDC
alice,134.96276534853388,USD-Token
alice,253.49421038646526,INR-CBDC
charlie,364.7522932846884,INR-CBDC
john,110.82891001396611,INR-CBDC
john,24.396654428827087,USD-Token
eve,141.08604438275572,INR-CBDC
charlie,180.22284475536213,USD-Token
bob,159.08166437694967,USD-Token
eve,230.7646797765522,USD-Token
eve,0.5429161112912201,INR-CBDC
charlie,85.80866034079496,INR-CBDC
john,670.6352778831383,USD-Token
charlie,557.2254530522481,USD-Token
alice,24595.35538803292,USD-Token
charlie,317.2100222063736,USD-Token
charlie,35.88893131199014,INR-CBDC
bob,476.9025311804556,INR-CBDC
alice,229.75938488504676,USD-Token
charlie,195.6872472759148,INR-CBDC
alice,52.848506199413045,INR-CBDC
bob,156.8564764355527,USD-Token
charlie,112.96069424294156,INR-CBDC
bob,29.995364123285164,INR-CBDC
alice,152.48277160980564,INR-CBDC
eve,32.898264025268176,INR-CBDC
charlie,272.47361237368233,USD-Token
bob,287.48274317195575,INR-CBDC
eve,23.448777019755468,USD-Token
john,101.26292624197286,INR-CBDC
eve,52.078604488950184,USD-Token
charlie,204.96884174747817,INR-CBDC
bob,58.01673985188198,INR-CBDC
bob,83.86948173159938,USD-Token
bob,588.5647473994422,USD-Token
bob,189.06886360061455,INR-CBDC
charlie,537.9977073382504,USD-Token
eve,511.49387156912525,USD-Token
alice,171.74042997051205,USD-Token
charlie,266.6980607766784,USD-Token
charlie,119.87285926072353,USD-Token
bob,365.1436221636886,USD-Token
alice,407.88478624537265,INR-CBDC
eve,95.38331723678706,INR-CBDC
john,310.0356808294283,USD-Token
john,154.17660482477635,INR-CBDC
bob,131.1074674819142,INR-CBDC
charlie,6.679646757126127,INR-CBDC
alice,7174.835645149304,USD-Token
alice,303.27669821188596,INR-CBDC
john,47.824300410882444,INR-CBDC
john,122.8631290951848,USD-Token
john,153.1735635653098,USD-Token
alice,74.19445487273397,USD-Token
charlie,321.6697232607912,USD-Token
eve,196.1530441062644,INR-CBDC
charlie,13.593388035831294,USD-Token
bob,148.63153091851936,USD-Token
charlie,33.7406013521911,INR-CBDC
charlie,93.46043749502772,USD-Token
bob,105.09791352144926,INR-CBDC
bob,34698.57883605518,USD-Token
charlie,140.8448123053322,USD-Token
eve,39.33554189035707,INR-CBDC
bob,327.27444870162304,USD-Token
charlie,657.4808245440679,USD-Token
eve,104.30732589053564,INR-CBDC
bob,17.877427926089826,INR-CBDC
eve,418.2122796977154,INR-CBDC
bob,482.9806257661441,INR-CBDC
bob,348.71656312659064,INR-CBDC
john,355.16286220551103,INR-CBDC
alice,114.58507901822242,USD-Token
bob,288.4509007465272,USD-Token
charlie,449.90789805794867,USD-Token
bob,4.545117895508024,USD-Token
bob,200.73946638690728,INR-CBDC
charlie,109.53386349908195,USD-Token
eve,8695.978618560308,INR-CBDC
eve,337.53874095444047,INR-CBDC
alice,103.92218301093195,USD-Token
eve,2.211345926339439,INR-CBDC
charlie,181.9688620392985,USD-Token
eve,38.56440572771043,INR-CBDC
eve,96.62215986557369,USD-Token
bob,36.372341009854466,INR-CBDC
eve,184.8404437970231,USD-Token
charlie,68.1304383908292,USD-Token
charlie,70.51430792111017,INR-CBDC
eve,5157.154918524569,USD-Token
charlie,180.81213037461944,INR-CBDC
charlie,181.68576799751204,USD-Token
bob,22.543782952935597,INR-CBDC
alice,136.83404533261373,INR-CBDC
alice,56.579250751706326,INR-CBDC
john,7355.982682196553,USD-Token
charlie,75.54952918642887,INR-CBDC
eve,312.1424632049253,INR-CBDC
john,156.1339692303473,USD-Token
eve,284.62141864592076,INR-CBDC
alice,467.36039950390057,USD-Token
bob,307.25211920077203,USD-Token
alice,39.83056507757,INR-CBDC
eve,262.626380247705,INR-CBDC
bob,109.55417425776506,INR-CBDC
john,372.2854546598158,USD-Token
alice,210.06007659390784,USD-Token
john,131.19412792386325,INR-CBDC
bob,258.0272874440755,USD-Token
alice,154.61195850426714,USD-Token
bob,146.86389306773896,INR-CBDC
bob,4.940682748831045,USD-Token
charlie,415.41155332083406,INR-CBDC
charlie,14.520527001785716,USD-Token
alice,102.80980052458817,INR-CBDC
john,828.0794073682617,USD-Token
john,17124.06753246292,USD-Token
bob,70.2829379464611,USD-Token
alice,482.34410506642877,INR-CBDC
alice,99.39445209776011,USD-Token
bob,319.88694446033776,INR-CBDC
charlie,468.10717429572486,USD-Token
john,13.438842897334775,USD-Token
eve,355.14870370618763,USD-Token
bob,96.93108456901672,INR-CBDC
charlie,349.97656776100854,INR-CBDC
alice,146.07029814155217,USD-Token
eve,60.284100923532634,INR-CBDC
alice,33.42257695870137,USD-Token
eve,4408.598919071789,INR-CBDC
eve,19.18918059420275,INR-CBDC
charlie,2635.388558418606,INR-CBDC
bob,331.6374939467225,USD-Token
charlie,18.200979350470163,USD-Token
charlie,257.0511159994137,USD-Token
eve,49.739252236083296,INR-CBDC
eve,381.03972460884097,USD-Token
eve,473.9881170962573,INR-CBDC
bob,156.95554721741297,INR-CBDC
charlie,405.23446230630486,USD-Token
charlie,34.965963297669866,INR-CBDC
alice,532.1103184398029,USD-Token
john,34.5388350922558,INR-CBDC
alice,302.77181773882455,INR-CBDC
charlie,51.91617034792595,INR-CBDC
john,162.4680226988024,INR-CBDC
bob,67.66546854237102,USD-Token
alice,199.83314981781268,INR-CBDC
eve,302.6850460258931,USD-Token
bob,113.21157308843961,USD-Token
john,39.56762126582768,INR-CBDC
john,38.17241878923927,USD-Token
charlie,36.39494425341543,USD-Token
bob,128.32885923291664,USD-Token
charlie,382.6697377624079,USD-Token
eve,118.10306739249788,INR-CBDC
eve,2419.3953303703306,INR-CBDC
charlie,58.2065358109083,INR-CBDC
bob,1170.305752331396,INR-CBDC
alice,35.73535849091114,INR-CBDC
charlie,49.88970589063519,USD-Token
john,212.5590188846286,INR-CBDC
john,6.360540212092207,INR-CBDC
eve,203.51300354602054,USD-Token
eve,826.7541058263548,INR-CBDC
bob,47.93201627577158,USD-Token
john,165.45016399140275,USD-Token
john,41.04243565216768,INR-CBDC
charlie,30924.681339522176,USD-Token
john,6.613382669997142,USD-Token
john,28660.905700769512,INR-CBDC
alice,186.9451475721292,USD-Token
alice,35.06731431916184,USD-Token
eve,178.4484159923056,USD-Token
eve,32.405137918601845,INR-CBDC
bob,130.76176975600254,INR-CBDC
charlie,237.47682287783718,INR-CBDC
alice,8.085003279540631,USD-Token
alice,55.42625655694364,INR-CBDC
john,242.44466297154764,USD-Token
bob,79.04196719957203,USD-Token
alice,86.34957821673652,INR-CBDC
bob,101.14217070711898,USD-Token
bob,233.8917126316868,USD-Token
bob,36.66022702701539,INR-CBDC
eve,245.1589879023199,USD-Token
alice,10.674097135801606,USD-Token
john,409.54071049095216,USD-Token
john,82.93654982928672,INR-CBDC
charlie,450.41006375704325,USD-Token
bob,131.13322342440634,INR-CBDC
bob,115.46689391786093,USD-Token
john,34.76229730303001,INR-CBDC
charlie,744.8205618868187,USD-Token
eve,19646.085029688777,INR-CBDC
bob,4.216361435077574,INR-CBDC
alice,135.95809468263462,USD-Token
charlie,1295.7412473739494,USD-Token
john,38.27891930247828,INR-CBDC
eve,374.479350350002,INR-CBDC
john,19853.667291620408,USD-Token
charlie,14693.979602995263,USD-Token
bob,314.9648809706135,INR-CBDC
charlie,66.77439206478006,INR-CBDC
eve,125.40179055970908,INR-CBDC
charlie,299.22203027856693,USD-Token
bob,54.241918337432395,USD-Token
eve,385.3579535513316,INR-CBDC
john,103.84576609700258,USD-Token
alice,217.30983569187038,INR-CBDC
charlie,74.83633257880993,USD-Token
eve,1.8142850749228432,INR-CBDC
john,700.12209088488,INR-CBDC
bob,15.267544511187413,USD-Token
eve,82.19701596103333,USD-Token
eve,57.1938473951702,INR-CBDC
alice,36.554389537169364,USD-Token
charlie,266.66602415796683,INR-CBDC
alice,371.79849813523003,USD-Token
john,155.26482274243872,USD-Token
bob,26.24300031296999,INR-CBDC
eve,204.3318977559179,INR-CBDC
eve,18.544933553726615,INR-CBDC
john,32.11433026728378,INR-CBDC
charlie,0.9904445947655232,USD-Token
eve,404.86691339530216,INR-CBDC
charlie,134.217099901772,USD-Token
eve,30.99008438300393,USD-Token
bob,41.73698747437186,INR-CBDC
eve,661.2510874954619,INR-CBDC
bob,93.77581784032792,USD-Token
alice,355.42602990211236,INR-CBDC
john,24.0068227788091,INR-CBDC
alice,183.56315009794832,INR-CBDC
eve,219.90545161954506,INR-CBDC
john,3192.500597540214,USD-Token
alice,104.48113649091945,USD-Token
eve,167.4110211853105,INR-CBDC
bob,103.55001572974054,USD-Token
charlie,329.8915685942147,USD-Token
charlie,406.3599319400761,INR-CBDC
alice,79.61288056737294,INR-CBDC
eve,95.74259449657315,INR-CBDC
alice,157.79372914768106,INR-CBDC
bob,176.8914221008729,USD-Token
bob,284.87762273819726,INR-CBDC
bob,605.1499019959696,USD-Token
eve,336.15057592233825,INR-CBDC
bob,149.57297040119857,INR-CBDC
charlie,289.5346257573762,USD-Token
john,622.5597450008411,INR-CBDC
charlie,1.5183237062831378,INR-CBDC
alice,212.6643276775386,INR-CBDC
eve,130.47139741540994,INR-CBDC
eve,192.1278276958803,INR-CBDC
charlie,530.7291010822202,USD-Token
bob,188.49295219090249,USD-Token
eve,106.73326679182043,INR-CBDC
john,40.041312296729444,INR-CBDC
alice,167.54777451362938,USD-Token
john,132.15367426536142,INR-CBDC
john,8.876609855973225,USD-Token
eve,184.0656845507649,USD-Token
john,51.774813167300046,INR-CBDC
bob,89.49897856475059,USD-Token
alice,54.06552292168861,INR-CBDC
charlie,380.9958386804316,INR-CBDC
bob,291.0484197539972,USD-Token
bob,33.20709183259696,INR-CBDC
bob,128.06995053032827,INR-CBDC
eve,205.42853760991747,USD-Token
charlie,52.779332588257766,USD-Token
alice,137.3403429983832,USD-Token
eve,225.30437977893868,USD-Token
alice,235.81451506396292,INR-CBDC
charlie,184.8743643272532,USD-Token
eve,16.550137469559495,USD-Token
john,42.605806371992806,USD-Token
alice,192.02542354061748,INR-CBDC
bob,221.49183108953216,USD-Token
eve,63.25676245678966,USD-Token
john,78.4112084968292,INR-CBDC
bob,1027.899334941461,USD-Token
charlie,262.34910483856225,USD-Token
john,18.59141680511178,INR-CBDC
alice,37.38111463399157,USD-Token
alice,344.9769851320697,USD-Token
john,795.1670177696747,INR-CBDC
eve,25.527814899546737,INR-CBDC
eve,267.2573495787604,USD-Token
alice,222.67927348548002,USD-Token
bob,310.14135835413833,USD-Token
john,304.677813403733,USD-Token
john,72.23080801031003,USD-Token
alice,18.344728114475526,INR-CBDC
alice,72.91962438952044,USD-Token
bob,183.5555340441584,INR-CBDC
charlie,170.93914318155822,USD-Token
bob,139.09116836655107,INR-CBDC
bob,197.74543339634724,USD-Token
charlie,312.1585387128522,USD-Token
eve,4.631991661148886,INR-CBDC
bob,630.8185037444623,USD-Token
alice,171.21010761007977,INR-CBDC
john,186.46925929828961,INR-CBDC
eve,76.40776609193885,INR-CBDC
alice,219.50670564890817,USD-Token
bob,141.0875015722025,INR-CBDC
john,299.86898992251616,USD-Token
eve,551.1830563921674,USD-Token
john,381.3649010929447,USD-Token
bob,210.07936786492394,INR-CBDC
eve,303.519098644786,USD-Token
charlie,280.69098852356433,INR-CBDC
alice,112.5421265342776,INR-CBDC
alice,305.29163433126587,USD-Token
john,192.49399050577688,USD-Token
alice,52.96128885879698,USD-Token
john,213.26213332526893,USD-Token
eve,435.3742119624095,USD-Token
charlie,91.69703667658705,USD-Token
eve,2055.9791058209526,INR-CBDC
charlie,108.45659217452493,USD-Token
bob,228.49705356635644,USD-Token
alice,78.16468302565252,USD-Token
eve,44.342983902776794,INR-CBDC
john,92.85475688890375,INR-CBDC
eve,372.03817747996186,INR-CBDC
john,399.99360912576344,USD-Token
charlie,94.28517928431852,USD-Token
bob,307.4388403788928,INR-CBDC
alice,214.99408238582927,INR-CBDC
john,15.898891143133238,INR-CBDC
bob,58.35366404062883,USD-Token
charlie,136.81850101289936,USD-Token
alice,190.3491728221744,USD-Token
eve,32.5435547513243,USD-Token
eve,9.802510061841478,USD-Token
charlie,215.1954026008653,INR-CBDC
alice,627.0052972439578,INR-CBDC
john,86.06529013337601,INR-CBDC
charlie,40.96143102199993,INR-CBDC
eve,215.94008200670257,USD-Token
bob,4.233483690323025,USD-Token
alice,70.03771306072507,USD-Token
alice,5292.860714122584,USD-Token
john,298.00571166818355,INR-CBDC
bob,77.78517865110769,USD-Token
bob,184.201160893896,INR-CBDC
john,34.071902508963994,USD-Token
bob,50.879277574188784,INR-CBDC
john,98.41804603780619,USD-Token
john,25.908187600990466,USD-Token
alice,207.58481621524555,INR-CBDC
alice,59.797580714693055,INR-CBDC
eve,49.965117233701164,USD-Token
john,11.072566853582568,USD-Token
charlie,1317.9395645456589,USD-Token
eve,231.2258341765888,USD-Token
charlie,32.66293336958603,USD-Token
charlie,283.9164707583798,INR-CBDC
charlie,32.873391112288054,USD-Token
alice,286.3600759171052,INR-CBDC
bob,1.8750864328912313,INR-CBDC
charlie,960.9670881772278,USD-Token
bob,214.33194649775658,INR-CBDC
charlie,41.65708012669001,INR-CBDC
alice,161.58886703923528,USD-Token
bob,381.06869950247454,INR-CBDC
eve,91.75442825792068,INR-CBDC
charlie,1121.7492461418112,USD-Token
john,256.0778742489819,USD-Token
bob,3974.4047956474515,INR-CBDC
bob,193.30078377851706,USD-Token
eve,19.520501797971207,INR-CBDC
eve,205.62639929492894,USD-Token
bob,164.8720641205761,USD-Token
bob,182.94287782256572,INR-CBDC
john,77.75346040083879,INR-CBDC
eve,274.0253203634102,USD-Token
john,145.65916664303762,USD-Token
alice,113.83908344384663,USD-Token
alice,182.3727560917522,INR-CBDC
alice,540.9511208808631,INR-CBDC
john,137.101838524704,INR-CBDC
john,96.84743405698264,INR-CBDC
eve,40.78494759007019,INR-CBDC
charlie,5.309191042933922,INR-CBDC
eve,239.24764371387153,INR-CBDC
eve,11.554660115773872,INR-CBDC
charlie,94.61419847518228,USD-Token
alice,114.24977790745514,USD-Token
bob,16.807128414664675,INR-CBDC
charlie,6890.526049693575,INR-CBDC
john,28.162863058396397,INR-CBDC
alice,627.5265571920648,USD-Token
bob,66.30925871897281,USD-Token
john,309.4115336793746,USD-Token
bob,372.5945216763919,USD-Token
eve,383.5865122307399,INR-CBDC
bob,165.10400775091284,INR-CBDC
alice,295.5571673328745,USD-Token
bob,263.6888148659666,INR-CBDC
eve,10.73456765916481,USD-Token
alice,136.4339828806777,INR-CBDC
charlie,258.31012474356606,INR-CBDC
charlie,73.83591565181855,INR-CBDC
alice,40.42701757857732,INR-CBDC
john,108.2535071290175,INR-CBDC
alice,148.2117289570887,INR-CBDC
john,256.6135223747721,INR-CBDC
alice,156.85006012347677,USD-Token
bob,132.599763682987,INR-CBDC
alice,221.14087805204358,USD-Token
charlie,210.5214668628117,USD-Token
john,88.00304173868348,INR-CBDC
alice,44.9699467371748,INR-CBDC
bob,80.15972209434284,USD-Token
eve,215.54403125184697,USD-Token
charlie,586.131107704428,USD-Token
bob,163.28036408781298,USD-Token
charlie,479.86370993073615,INR-CBDC
charlie,22.292194903320883,USD-Token
charlie,95.74269239343684,INR-CBDC
charlie,45.57254862268262,USD-Token
john,314.8666886434948,USD-Token
alice,100.82643918435608,USD-Token
bob,34.38432231786368,USD-Token
bob,76.18230895914206,INR-CBDC
charlie,64.84279191409289,USD-Token
john,45.13326326293516,USD-Token
john,343.3795788068885,INR-CBDC
charlie,428.12108806845464,USD-Token
alice,108.17484540587895,INR-CBDC
eve,78.02010947950629,USD-Token
charlie,35.40314889653688,INR-CBDC
charlie,149.90102293170062,INR-CBDC
bob,16.547360036109897,INR-CBDC
john,390.63517051371167,USD-Token
charlie,285.0755819515045,INR-CBDC
john,122.9652636848165,INR-CBDC
charlie,423.75611718241356,USD-Token
eve,23.969254425646113,USD-Token
eve,108.98637991639231,USD-Token
bob,276.32213889676456,INR-CBDC
alice,368.33396900686165,INR-CBDC
charlie,201.10207540195452,USD-Token
bob,5190.196399338855,USD-Token
alice,213.00595519715296,INR-CBDC
charlie,236.93247368592773,INR-CBDC
eve,6.750523842112144,INR-CBDC
john,557.1098891818748,USD-Token
alice,310.6562686827403,INR-CBDC
charlie,37085.17943824342,INR-CBDC
charlie,98.78039054933366,USD-Token
john,96.12781791438107,USD-Token
charlie,109.826139730267,INR-CBDC
bob,677.7159284806055,USD-Token
charlie,720.7336404842459,INR-CBDC
alice,365.8435623108592,INR-CBDC
alice,72.6970722795446,INR-CBDC
charlie,412.3263594828833,USD-Token
eve,155.60967419345107,USD-Token
alice,2.496321695005604,USD-Token
charlie,15.428240038250744,INR-CBDC
alice,9.868058647991072,USD-Token
bob,220.4064359026824,USD-Token
eve,19667.866931009994,USD-Token
charlie,1077.9776217720166,USD-Token
eve,13.151246430506303,USD-Token
john,24.418385460563456,INR-CBDC
alice,221.24842213761022,INR-CBDC
alice,5.0926833635683595,INR-CBDC
john,483.09831142450406,USD-Token
alice,83.35042341985258,USD-Token
eve,199.55849193818528,USD-Token
charlie,54.21310394332255,INR-CBDC
john,97.06774749981193,INR-CBDC
john,601.2820262463886,USD-Token
alice,141.15169777113545,INR-CBDC
alice,0.5850614326459521,INR-CBDC
bob,475.85039126069233,INR-CBDC
alice,119.73667236646955,INR-CBDC
charlie,118.64883689757606,USD-Token
eve,12474.719256862298,INR-CBDC
charlie,371.4832271945061,INR-CBDC
eve,115.44241061579889,USD-Token
charlie,9.080613528425365,INR-CBDC
eve,66.97215164366735,INR-CBDC
charlie,423.82396703037523,INR-CBDC
eve,225.04477590547557,USD-Token
eve,530.2206629336774,INR-CBDC
john,261.76321582812176,USD-Token
eve,59.72791185875113,INR-CBDC
eve,253.4742918315919,USD-Token
alice,202.34093701342425,INR-CBDC
alice,185.1649336257584,USD-Token
john,96.84935922987209,INR-CBDC
eve,25.799764732823462,USD-Token
alice,14.730958101447222,USD-Token
alice,568.5188611055681,INR-CBDC
bob,89.85831945796112,INR-CBDC
bob,29.902267805302035,INR-CBDC
john,37.711829554369345,USD-Token
bob,151.00090962278335,INR-CBDC
bob,2.355134522896405,USD-Token
charlie,133.10659484463184,INR-CBDC
eve,26.250408776936297,INR-CBDC
alice,261.2553677122917,INR-CBDC
eve,235.8513728205395,USD-Token
eve,64.42190399602585,INR-CBDC
john,51.30881507078996,USD-Token
john,173.15106298538507,INR-CBDC
charlie,174.54988597001665,USD-Token
john,99.83680529210672,USD-Token
john,9459.206628444066,USD-Token
alice,46306.276231204225,INR-CBDC
bob,202.61667659936398,INR-CBDC
charlie,105.40078962234925,INR-CBDC
eve,151.46689982630855,USD-Token
john,164.05454454527276,INR-CBDC
eve,55792.669820240044,USD-Token
charlie,664.9439977024297,USD-Token
charlie,98.20027252601629,USD-Token
charlie,31.813648715224595,INR-CBDC
eve,360.944914484179,INR-CBDC
eve,128.49325755399528,USD-Token
john,157.65916801792753,INR-CBDC
john,6.285263807859405,USD-Token
john,783.4975058938111,INR-CBDC
bob,36.86558305773995,INR-CBDC
charlie,88.06897327157017,USD-Token
charlie,39.00135710054799,INR-CBDC
john,53.58561862825621,INR-CBDC
charlie,36.12269538488359,INR-CBDC
charlie,32.62652747639122,USD-Token
charlie,305.00862648852495,INR-CBDC
alice,314.5454076846231,INR-CBDC
eve,32.03002918955792,INR-CBDC
john,474.9082032146622,INR-CBDC
eve,182.81892154437747,USD-Token
john,7.744332704142827,USD-Token
john,11.895030064598341,USD-Token
bob,576.6311092700328,INR-CBDC
bob,792.5304426285942,USD-Token
bob,135.22583339127337,INR-CBDC
charlie,143.1912531228124,INR-CBDC
alice,401.3529635826294,USD-Token
john,351.49354837947067,INR-CBDC
eve,129.437301708327,INR-CBDC
john,0.6345753669980821,INR-CBDC
charlie,74.76395315316972,INR-CBDC
eve,711.8022492873655,INR-CBDC
bob,11143.44249973056,INR-CBDC
bob,28.874591119061865,USD-Token
john,326.3747525573043,USD-Token
alice,315.38835006634395,INR-CBDC
bob,30323.479882739965,INR-CBDC
alice,83.64394208678225,INR-CBDC
eve,1.1363852284940281,USD-Token
alice,290.58594513848266,USD-Token
alice,256.8555161584211,USD-Token
charlie,85.79399945987613,INR-CBDC
eve,20653.70989543399,USD-Token
bob,15.995324947914416,INR-CBDC
john,245.57557155672995,USD-Token
bob,103.12518624321754,INR-CBDC
bob,65.98003569110233,USD-Token
charlie,4.454627227981644,INR-CBDC
alice,159.24891821313415,USD-Token
eve,48.31957627534576,INR-CBDC
alice,254.44422871964915,USD-Token
